face_mood,messages_sent,messages_received,calls_incoming,calls_outgoing,sleep_hours,stress_level
sad,31,32,4,5,5.6,Medium
neutral,24,19,4,2,7.5,Medium
sad,26,25,5,5,5.0,Medium
happy,5,5,1,0,7.5,Low
angry,40,41,6,7,3.4,High
neutral,19,15,2,3,6.9,Medium
sad,31,25,6,6,5.4,Medium
angry,37,44,8,5,3.1,High
happy,13,8,1,0,8.4,Low
sad,33,33,6,5,4.6,Medium
sad,31,32,4,6,4.9,Medium
neutral,25,22,4,3,6.9,Medium
angry,45,38,8,7,4.1,High
happy,8,6,3,2,8.4,Low
sad,28,27,5,5,5.4,Medium
sad,32,34,4,4,4.9,Medium
angry,43,42,7,6,4.4,High
neutral,22,17,4,3,7.5,Medium
sad,28,30,6,4,4.9,Medium
sad,31,32,5,5,5.9,Medium
happy,8,6,1,3,8.9,Low
happy,8,15,3,1,8.2,Low
neutral,15,17,4,2,6.3,Medium
happy,10,12,3,1,8.8,Low
angry,39,41,6,8,3.6,High
happy,9,10,0,2,8.8,Low
happy,7,8,2,1,8.9,Low
happy,14,11,3,0,7.8,Low
angry,42,45,8,7,4.3,High
angry,50,42,7,6,3.8,High
sad,27,34,4,5,5.2,Medium
neutral,24,22,3,4,7.0,Medium
sad,34,33,4,5,5.8,Medium
happy,14,15,1,2,8.6,Low
angry,48,39,6,6,3.4,High
angry,37,36,6,8,3.0,High
happy,12,11,3,0,8.6,Low
angry,41,38,6,7,4.3,High
neutral,21,22,2,2,6.2,Medium
sad,25,35,5,6,5.6,Medium
neutral,25,23,3,4,7.1,Medium
sad,28,32,5,4,5.5,Medium
happy,7,15,3,3,9.1,Low
sad,31,28,6,4,5.0,Medium
neutral,18,18,2,2,6.4,Medium
angry,47,33,8,7,3.0,High
happy,8,8,0,3,8.0,Low
neutral,22,24,3,4,6.4,Medium
happy,11,6,1,1,9.1,Low
neutral,19,22,3,2,6.5,Medium
angry,42,40,7,6,3.9,High
happy,15,14,2,1,9.4,Low
sad,27,25,5,6,4.8,Medium
sad,29,27,5,5,5.0,Medium
sad,29,35,6,5,4.5,Medium
neutral,16,23,2,2,7.3,Medium
happy,10,15,2,0,8.0,Low
sad,27,28,4,4,5.1,Medium
sad,27,33,4,6,4.7,Medium
happy,8,15,1,0,9.1,Low
angry,40,39,6,5,3.7,High
neutral,17,15,2,3,7.1,Medium
angry,46,43,7,7,3.8,High
angry,45,45,6,8,3.9,High
neutral,22,19,2,4,7.1,Medium
neutral,22,18,2,3,7.1,Medium
happy,6,15,1,1,9.1,Low
sad,28,29,6,4,5.3,Medium
angry,36,37,5,8,3.1,High
neutral,22,24,3,3,7.1,Medium
sad,27,33,6,4,5.3,Medium
sad,35,28,5,4,5.2,Medium
sad,26,28,6,5,5.3,Medium
sad,30,33,6,6,5.3,Medium
sad,28,26,6,4,4.5,Medium
happy,12,12,1,3,8.8,Low
sad,35,35,6,6,5.1,Medium
sad,25,31,6,5,5.4,Medium
sad,33,28,5,5,4.6,Medium
sad,33,34,5,4,4.9,Medium
angry,36,38,5,5,3.7,High
neutral,16,20,4,3,7.1,Medium
angry,37,33,5,5,3.1,High
sad,26,35,6,5,4.9,Medium
happy,10,7,0,0,8.0,Low
happy,7,13,0,3,9.4,Low
sad,27,33,5,5,4.5,Medium
sad,33,28,4,6,5.5,Medium
neutral,17,16,4,3,7.1,Medium
angry,44,45,6,7,4.4,High
sad,34,32,6,4,5.1,Medium
sad,35,29,4,6,5.8,Medium
angry,41,45,7,5,3.1,High
happy,14,15,0,2,7.8,Low
neutral,16,24,2,2,6.1,Medium
angry,40,43,6,7,4.5,High
sad,25,29,6,5,5.7,Medium
happy,11,12,2,0,9.1,Low
neutral,16,22,3,2,7.4,Medium
angry,42,30,7,5,4.1,High
angry,50,34,5,5,4.1,High
neutral,18,24,4,2,6.9,Medium
angry,42,32,7,7,4.4,High
neutral,23,18,3,3,6.0,Medium
sad,29,27,4,6,4.8,Medium
angry,47,32,7,8,3.9,High
angry,49,40,8,5,4.4,High
angry,41,34,6,7,3.6,High
neutral,18,17,2,3,7.2,Medium
neutral,18,25,4,4,6.8,Medium
happy,12,15,3,1,7.9,Low
neutral,25,24,4,2,6.7,Medium
angry,48,40,5,8,3.1,High
neutral,23,22,3,2,6.2,Medium
sad,29,30,5,6,5.6,Medium
angry,37,32,7,8,3.5,High
sad,30,28,4,5,5.6,Medium
happy,9,15,2,0,9.1,Low
happy,8,9,1,0,7.8,Low
sad,31,26,6,6,5.9,Medium
angry,48,40,6,6,3.2,High
sad,30,31,6,5,5.5,Medium
sad,31,29,4,4,5.5,Medium
angry,46,40,7,8,3.6,High
sad,26,28,5,6,5.5,Medium
angry,49,33,7,5,3.3,High
neutral,25,17,4,4,6.4,Medium
sad,29,31,6,5,4.6,Medium
happy,5,7,2,2,8.6,Low
neutral,24,16,2,3,6.5,Medium
angry,46,33,8,5,3.3,High
angry,40,43,8,7,4.0,High
happy,8,10,2,2,7.6,Low
sad,32,25,4,6,5.8,Medium
happy,10,6,0,3,7.7,Low
happy,14,8,2,0,8.7,Low
sad,29,30,4,5,5.9,Medium
happy,14,14,2,0,8.8,Low
angry,41,33,8,7,4.4,High
angry,36,37,8,6,3.1,High
neutral,16,22,3,2,6.8,Medium
happy,7,14,0,1,8.6,Low
angry,47,41,7,7,4.1,High
angry,37,32,8,6,3.9,High
happy,13,7,2,1,7.8,Low
sad,25,32,6,6,5.1,Medium
sad,29,29,5,5,5.0,Medium
neutral,19,16,2,4,7.4,Medium
happy,7,12,3,0,8.9,Low
happy,14,8,3,3,9.0,Low
sad,33,33,5,5,5.7,Medium
neutral,23,25,2,4,6.4,Medium
neutral,23,16,4,2,7.4,Medium
neutral,18,21,2,3,6.8,Medium
happy,8,10,0,1,9.3,Low
sad,27,29,5,6,4.7,Medium
happy,8,9,3,0,7.8,Low
neutral,15,20,4,4,6.6,Medium
happy,12,14,0,1,7.6,Low
sad,27,32,5,5,5.9,Medium
neutral,23,25,4,4,6.5,Medium
happy,6,5,0,3,8.3,Low
neutral,19,17,2,3,6.6,Medium
neutral,18,25,4,4,6.2,Medium
sad,25,32,5,6,5.3,Medium
neutral,16,16,4,4,6.1,Medium
sad,26,28,5,6,5.4,Medium
neutral,23,25,3,2,7.3,Medium
neutral,16,18,4,4,7.3,Medium
neutral,17,22,4,4,7.0,Medium
sad,31,34,4,5,5.2,Medium
angry,46,35,8,6,3.5,High
happy,11,7,0,0,7.9,Low
sad,31,32,4,5,5.2,Medium
sad,34,30,5,6,5.2,Medium
neutral,19,24,3,4,6.2,Medium
sad,35,31,5,4,5.6,Medium
sad,26,31,4,6,5.2,Medium
neutral,18,21,3,2,6.4,Medium
happy,13,10,1,0,8.3,Low
happy,6,14,2,1,8.1,Low
happy,10,11,3,0,8.9,Low
happy,8,12,3,2,8.6,Low
angry,37,35,6,8,3.2,High
angry,47,44,8,8,3.8,High
sad,35,28,5,5,6.0,Medium
happy,13,7,2,2,7.6,Low
neutral,21,17,4,4,7.3,Medium
sad,32,33,6,6,5.9,Medium
neutral,24,17,2,4,6.5,Medium
sad,33,31,6,4,4.5,Medium
neutral,23,21,3,4,6.3,Medium
angry,36,36,6,5,4.0,High
happy,15,7,1,3,9.1,Low
angry,42,36,5,5,4.3,High
angry,37,39,7,8,3.9,High
angry,37,35,7,6,3.1,High
angry,46,45,8,8,3.9,High
neutral,16,16,3,3,7.3,Medium
angry,36,32,8,5,4.0,High
neutral,17,16,2,4,7.4,Medium
happy,7,8,2,0,9.4,Low
happy,10,15,0,1,9.2,Low
sad,29,30,5,6,4.9,Medium
neutral,19,19,3,3,6.9,Medium
sad,31,28,4,6,4.6,Medium
sad,25,33,6,5,5.8,Medium
sad,25,26,4,4,5.5,Medium
sad,27,28,5,6,5.1,Medium
sad,35,25,6,5,5.4,Medium
neutral,22,19,4,4,6.5,Medium
neutral,22,20,2,3,6.7,Medium
happy,11,8,2,2,9.1,Low
happy,13,12,0,1,8.8,Low
sad,27,32,4,5,4.9,Medium
happy,13,14,1,0,8.4,Low
angry,45,39,6,6,3.8,High
happy,9,13,0,0,8.8,Low
neutral,21,19,4,2,6.1,Medium
sad,32,29,6,5,5.9,Medium
happy,15,9,3,3,8.4,Low
sad,31,28,6,6,5.1,Medium
neutral,20,18,4,4,6.1,Medium
sad,34,34,4,5,4.6,Medium
neutral,18,16,4,4,6.7,Medium
happy,15,13,1,0,8.8,Low
neutral,15,17,4,4,6.5,Medium
sad,33,35,6,6,5.8,Medium
neutral,21,19,3,4,7.4,Medium
happy,7,7,1,0,9.3,Low
neutral,19,25,2,4,6.3,Medium
sad,32,27,6,6,5.0,Medium
angry,43,43,7,6,3.4,High
neutral,15,20,2,4,6.4,Medium
angry,45,42,8,8,4.4,High
angry,44,30,8,6,4.1,High
happy,14,15,2,1,8.1,Low
happy,15,8,2,0,9.3,Low
neutral,15,24,3,2,6.8,Medium
neutral,25,19,4,3,6.7,Medium
angry,36,43,7,5,3.4,High
happy,9,5,1,0,9.2,Low
sad,32,28,5,6,5.1,Medium
happy,10,13,0,1,8.0,Low
neutral,25,19,4,2,7.4,Medium
sad,29,31,4,4,4.9,Medium
happy,9,10,1,1,7.5,Low
sad,27,30,4,4,4.6,Medium
happy,5,7,3,1,9.4,Low
happy,6,6,1,0,8.1,Low
sad,25,27,5,4,5.0,Medium
neutral,20,24,4,4,6.4,Medium
neutral,21,21,3,3,6.3,Medium
happy,8,6,2,2,9.2,Low
angry,37,36,5,5,3.5,High
angry,44,43,8,8,3.6,High
happy,13,6,0,3,9.1,Low
neutral,16,17,4,2,7.0,Medium
sad,27,29,6,5,4.7,Medium
sad,30,35,5,5,4.6,Medium
sad,29,35,6,5,5.1,Medium
neutral,16,22,2,2,6.4,Medium
angry,50,34,8,6,3.9,High
angry,40,42,5,5,3.9,High
sad,32,30,4,6,5.9,Medium
happy,7,13,1,3,8.6,Low
sad,29,35,5,4,5.0,Medium
angry,44,31,8,7,3.2,High
angry,39,43,6,6,3.5,High
angry,43,40,5,8,3.7,High
angry,41,35,6,7,4.3,High
angry,39,44,5,7,4.0,High
angry,37,41,8,6,3.3,High
sad,25,28,4,4,4.8,Medium
neutral,16,25,4,3,7.4,Medium
neutral,25,24,4,2,7.1,Medium
angry,45,34,8,6,3.7,High
angry,47,41,5,7,3.1,High
happy,7,6,0,2,8.3,Low
neutral,21,21,4,4,7.5,Medium
angry,35,45,8,7,4.1,High
sad,29,34,4,5,5.9,Medium
neutral,16,24,2,2,6.9,Medium
happy,7,9,3,1,9.2,Low
angry,38,36,7,7,3.4,High
angry,50,30,7,7,3.9,High
happy,12,5,3,0,8.8,Low
sad,27,35,6,5,4.8,Medium
sad,32,30,6,5,4.9,Medium
sad,26,26,4,6,4.9,Medium
angry,42,39,8,5,3.9,High
angry,36,39,8,8,4.2,High
neutral,22,23,3,3,6.7,Medium
happy,11,14,2,1,9.3,Low
sad,34,30,5,5,5.7,Medium
happy,11,15,1,0,8.4,Low
angry,50,35,6,5,3.9,High
angry,39,45,7,7,3.7,High
angry,44,43,5,8,4.0,High
neutral,21,19,2,2,6.5,Medium
neutral,22,21,3,3,7.0,Medium
happy,5,13,1,0,7.8,Low
happy,13,15,3,0,8.3,Low
sad,29,28,6,5,4.6,Medium
sad,25,33,4,6,5.7,Medium
happy,12,9,1,3,7.8,Low
neutral,17,16,2,3,7.2,Medium
neutral,18,23,4,3,7.4,Medium
angry,49,42,5,6,4.1,High
angry,46,42,6,5,4.2,High
happy,9,15,1,0,7.8,Low
neutral,19,25,4,3,7.3,Medium
angry,42,45,7,7,4.4,High
angry,38,41,6,8,3.9,High
neutral,22,16,3,2,6.9,Medium
neutral,22,20,2,3,6.2,Medium
neutral,17,25,4,3,6.2,Medium
neutral,15,24,4,3,6.8,Medium
neutral,17,19,2,3,6.5,Medium
neutral,18,15,3,3,7.1,Medium
angry,42,39,5,7,3.5,High
angry,36,36,5,7,3.8,High
sad,26,27,6,4,5.8,Medium
neutral,23,22,2,4,6.4,Medium
happy,14,5,3,0,8.8,Low
angry,48,32,8,8,4.1,High
neutral,24,17,3,2,7.1,Medium
sad,34,33,4,6,5.5,Medium
sad,29,29,5,6,4.9,Medium
happy,8,15,2,2,9.0,Low
happy,6,5,2,1,9.3,Low
happy,7,10,2,2,8.3,Low
sad,27,26,6,4,5.4,Medium
happy,8,15,3,2,7.8,Low
angry,35,36,5,7,4.0,High
happy,7,7,3,0,8.6,Low
neutral,21,15,3,4,7.4,Medium
angry,47,34,7,8,3.5,High
happy,7,10,2,3,9.2,Low
angry,50,37,7,7,3.7,High
sad,27,26,5,5,5.6,Medium
sad,26,32,6,5,6.0,Medium
neutral,20,15,2,2,6.1,Medium
sad,27,34,5,4,4.7,Medium
sad,28,27,6,6,6.0,Medium
neutral,18,23,4,2,6.9,Medium
sad,31,30,5,5,4.8,Medium
angry,35,38,8,7,3.4,High
happy,15,15,1,2,9.3,Low
angry,46,36,8,6,4.4,High
neutral,24,19,4,2,6.8,Medium
sad,34,25,5,5,5.7,Medium
sad,26,30,4,6,5.8,Medium
angry,44,37,5,5,3.1,High
neutral,17,17,4,2,7.2,Medium
happy,5,5,2,0,7.7,Low
angry,36,42,8,6,3.6,High
neutral,21,24,2,2,7.0,Medium
angry,46,36,8,6,4.3,High
sad,30,28,5,6,5.5,Medium
sad,31,28,5,5,5.6,Medium
neutral,22,18,4,3,6.2,Medium
happy,15,6,1,3,9.4,Low
happy,12,11,0,1,8.2,Low
angry,50,31,8,8,3.7,High
neutral,21,18,2,4,6.8,Medium
neutral,22,18,2,4,6.7,Medium
happy,7,9,3,3,8.1,Low
angry,43,30,8,7,3.0,High
sad,29,26,4,4,5.8,Medium
angry,37,41,8,6,3.1,High
neutral,19,17,3,2,6.7,Medium
happy,15,6,1,1,8.1,Low
sad,27,29,4,6,5.4,Medium
neutral,24,16,3,2,6.8,Medium
happy,12,6,2,0,8.2,Low
neutral,19,20,2,2,6.0,Medium
neutral,16,25,4,2,7.3,Medium
sad,35,32,6,5,5.2,Medium
neutral,18,18,3,2,7.4,Medium
angry,40,41,5,5,4.2,High
angry,49,40,6,8,3.2,High
happy,14,10,1,0,7.8,Low
happy,5,5,1,0,8.8,Low
neutral,15,19,3,3,6.8,Medium
sad,29,33,4,6,5.6,Medium
neutral,23,19,3,2,7.3,Medium
angry,40,37,7,5,3.2,High
neutral,15,20,4,4,6.5,Medium
angry,36,36,8,5,3.1,High
neutral,17,25,3,2,7.0,Medium
angry,39,34,8,7,3.3,High
happy,7,15,3,0,8.7,Low
happy,10,11,1,1,8.3,Low
happy,10,15,2,0,8.0,Low
sad,30,32,5,5,5.3,Medium
angry,38,34,8,8,3.9,High
sad,33,35,4,6,5.5,Medium
happy,14,9,3,3,7.6,Low
sad,32,26,5,6,5.8,Medium
happy,13,14,0,0,8.5,Low
neutral,15,24,2,4,7.1,Medium
angry,46,31,7,7,3.3,High
happy,12,9,2,1,8.1,Low
happy,15,8,1,3,8.9,Low
angry,44,33,5,5,3.6,High
sad,29,32,6,4,4.7,Medium
sad,30,33,4,4,6.0,Medium
sad,30,34,6,5,5.0,Medium
neutral,18,17,2,3,7.3,Medium
neutral,17,16,2,2,6.7,Medium
sad,26,26,5,4,5.9,Medium
neutral,15,22,3,4,7.0,Medium
sad,34,35,4,4,5.4,Medium
sad,33,25,4,4,5.8,Medium
neutral,15,22,2,4,6.4,Medium
sad,26,35,6,4,4.8,Medium
neutral,22,18,2,3,6.4,Medium
sad,32,25,4,5,5.5,Medium
happy,15,10,1,3,7.8,Low
angry,36,34,8,6,4.1,High
angry,49,40,7,5,3.5,High
sad,27,31,6,5,5.7,Medium
neutral,21,15,3,4,6.6,Medium
angry,49,32,5,6,4.1,High
sad,30,26,6,4,5.3,Medium
angry,38,33,8,6,4.1,High
sad,27,25,5,5,5.8,Medium
happy,5,15,2,2,8.8,Low
angry,42,38,7,6,4.0,High
neutral,19,25,3,3,6.9,Medium
sad,34,29,4,5,5.3,Medium
sad,35,32,5,4,4.7,Medium
happy,14,7,0,3,8.7,Low
sad,26,31,6,6,5.3,Medium
neutral,24,18,3,2,6.5,Medium
angry,35,41,6,8,4.0,High
happy,14,7,1,3,9.2,Low
angry,50,40,5,8,3.8,High
angry,46,37,5,8,3.6,High
neutral,22,19,4,2,6.2,Medium
sad,27,32,4,5,5.6,Medium
angry,41,38,7,6,4.3,High
sad,31,28,6,4,5.8,Medium
happy,7,9,2,1,9.4,Low
angry,45,35,7,8,3.2,High
neutral,19,22,3,4,7.0,Medium
happy,8,11,3,0,8.6,Low
angry,49,30,5,6,4.1,High
neutral,22,24,2,4,7.0,Medium
happy,9,7,2,3,8.5,Low
neutral,23,25,2,3,6.3,Medium
neutral,18,23,3,4,6.2,Medium
sad,27,35,4,6,5.3,Medium
angry,44,44,5,8,4.4,High
angry,49,39,8,5,4.3,High
neutral,17,17,4,4,6.8,Medium
sad,31,28,5,4,4.8,Medium
neutral,20,16,4,3,6.2,Medium
neutral,15,17,4,2,7.4,Medium
neutral,16,21,3,4,6.6,Medium
sad,28,30,4,4,5.2,Medium
neutral,20,25,2,2,6.4,Medium
angry,37,43,5,5,4.5,High
happy,12,10,2,3,9.1,Low
happy,9,14,3,0,7.9,Low
neutral,23,24,3,4,6.2,Medium
angry,39,42,5,8,3.1,High
sad,34,25,6,5,6.0,Medium
happy,12,5,1,1,8.0,Low
neutral,16,15,3,4,6.0,Medium
sad,34,35,5,6,5.9,Medium
happy,9,6,0,2,9.4,Low
angry,36,38,6,7,4.4,High
sad,29,26,6,6,5.7,Medium
angry,40,39,6,8,4.4,High
neutral,23,17,3,4,7.1,Medium
angry,38,33,8,6,3.3,High
angry,36,31,6,6,3.9,High
sad,26,26,5,6,5.3,Medium
angry,45,42,8,8,3.3,High
angry,46,44,7,6,3.8,High
happy,11,5,1,1,8.5,Low
sad,31,25,5,6,6.0,Medium
angry,38,30,6,6,3.2,High
sad,27,35,5,6,5.9,Medium
angry,47,34,7,7,3.4,High
angry,50,32,5,8,3.4,High
sad,28,34,5,5,5.2,Medium
neutral,23,25,2,3,6.3,Medium
happy,13,10,1,0,8.9,Low
happy,9,10,3,0,9.1,Low
sad,28,28,5,4,4.9,Medium
angry,36,32,5,8,3.1,High
sad,34,32,6,5,5.9,Medium
neutral,20,19,4,4,6.3,Medium
happy,5,13,1,1,8.2,Low
neutral,19,25,4,3,7.2,Medium
sad,30,30,6,5,5.6,Medium
neutral,20,25,2,3,7.1,Medium
happy,13,6,1,3,7.8,Low
happy,15,9,3,1,7.7,Low
happy,5,6,2,1,7.5,Low
happy,7,8,3,1,8.3,Low
angry,42,34,5,7,4.4,High
neutral,25,23,4,4,6.1,Medium
angry,37,31,7,6,3.6,High
happy,15,11,1,0,8.4,Low
sad,29,30,6,4,5.0,Medium
angry,37,44,8,7,3.4,High
neutral,18,19,3,4,6.8,Medium
angry,48,36,8,7,4.0,High
angry,38,33,6,5,3.1,High
neutral,23,15,2,2,6.2,Medium
neutral,15,20,3,4,6.2,Medium
happy,12,5,0,1,8.8,Low
neutral,21,19,2,4,6.0,Medium
neutral,24,17,2,4,6.8,Medium
neutral,25,25,4,2,7.1,Medium
happy,12,13,0,0,8.6,Low
happy,14,7,3,3,7.7,Low
angry,44,41,7,5,3.2,High
sad,34,33,4,5,5.1,Medium
neutral,19,18,2,2,6.7,Medium
neutral,21,17,2,2,6.3,Medium
happy,11,7,3,0,7.5,Low
neutral,22,18,4,2,6.6,Medium
neutral,21,22,3,4,7.5,Medium
sad,35,31,5,5,5.7,Medium
angry,39,35,6,8,3.4,High
sad,33,33,4,4,5.0,Medium
happy,5,11,3,2,9.5,Low
sad,25,27,4,4,5.8,Medium
neutral,19,23,2,3,6.7,Medium
sad,32,33,6,5,5.8,Medium
sad,29,32,6,5,4.8,Medium
sad,28,35,6,5,4.5,Medium
sad,28,34,6,4,4.6,Medium
sad,34,27,6,6,5.2,Medium
sad,35,31,5,5,5.7,Medium
angry,39,44,5,8,4.0,High
angry,49,44,5,8,3.5,High
neutral,20,19,4,2,6.6,Medium
neutral,17,19,4,2,6.2,Medium
sad,29,28,6,6,6.0,Medium
happy,11,15,3,0,8.1,Low
angry,38,32,6,8,3.3,High
happy,14,13,1,2,8.1,Low
sad,27,26,6,5,5.1,Medium
happy,5,6,3,3,8.5,Low
sad,30,28,5,4,5.1,Medium
angry,40,43,5,7,3.5,High
neutral,16,21,3,2,6.4,Medium
angry,37,34,8,6,3.8,High
sad,25,32,4,6,4.9,Medium
happy,11,11,0,2,7.9,Low
neutral,18,25,4,3,7.5,Medium
happy,5,10,0,1,7.9,Low
angry,41,40,8,7,3.3,High
happy,15,6,2,1,8.3,Low
angry,47,31,6,5,3.9,High
neutral,21,15,4,3,6.4,Medium
happy,11,6,3,3,8.1,Low
sad,26,30,4,5,4.8,Medium
angry,41,41,8,6,4.4,High
neutral,21,24,2,2,7.1,Medium
angry,50,41,8,7,3.3,High
neutral,25,22,3,3,7.0,Medium
sad,35,34,4,5,5.9,Medium
happy,5,12,2,2,7.7,Low
angry,48,32,5,7,4.3,High
angry,38,36,8,7,3.8,High
sad,35,35,4,4,5.8,Medium
happy,15,8,1,2,9.2,Low
angry,41,45,8,8,3.1,High
sad,26,31,6,6,5.1,Medium
sad,30,35,5,4,5.5,Medium
happy,6,15,0,3,8.5,Low
happy,15,11,0,1,8.0,Low
happy,12,14,0,3,9.2,Low
neutral,18,23,3,3,7.2,Medium
neutral,20,20,2,4,7.3,Medium
sad,32,32,4,6,4.5,Medium
sad,30,31,5,4,5.0,Medium
sad,29,31,6,4,5.8,Medium
neutral,19,16,4,4,6.5,Medium
happy,7,8,0,2,7.8,Low
sad,31,26,6,4,5.6,Medium
happy,11,14,0,0,9.2,Low
sad,29,30,5,4,5.5,Medium
neutral,15,15,4,3,7.3,Medium
sad,32,32,5,6,5.9,Medium
happy,5,9,1,1,8.1,Low
happy,6,11,1,3,8.8,Low
sad,26,26,4,4,4.5,Medium
angry,46,43,8,8,3.2,High
happy,13,12,2,1,7.7,Low
neutral,20,17,3,3,6.6,Medium
angry,49,38,6,8,4.4,High
angry,47,40,7,5,3.2,High
sad,26,28,4,4,4.9,Medium
happy,13,10,0,3,8.0,Low
angry,45,40,8,8,3.3,High
neutral,17,16,3,4,6.7,Medium
angry,41,40,8,7,3.6,High
sad,32,31,5,6,6.0,Medium
happy,12,12,3,0,7.6,Low
neutral,15,24,4,3,6.1,Medium
happy,14,10,3,2,7.8,Low
sad,34,32,4,6,5.6,Medium
angry,40,32,8,6,3.7,High
happy,9,13,0,0,8.4,Low
neutral,22,22,2,3,6.1,Medium
happy,7,12,3,1,8.1,Low
sad,28,33,4,6,4.7,Medium
neutral,20,19,3,3,6.7,Medium
happy,15,14,0,0,9.2,Low
angry,44,45,8,7,4.4,High
angry,35,34,5,7,3.6,High
neutral,21,18,4,3,7.0,Medium
happy,6,10,1,0,9.3,Low
neutral,23,16,3,2,6.9,Medium
sad,32,34,6,5,5.7,Medium
angry,36,35,7,6,3.2,High
happy,10,8,3,0,8.3,Low
happy,15,6,3,2,8.7,Low
neutral,23,16,2,4,7.4,Medium
neutral,25,16,4,3,7.4,Medium
sad,27,35,5,4,4.6,Medium
angry,49,32,5,5,3.7,High
angry,44,34,5,8,3.8,High
sad,28,27,4,6,5.0,Medium
happy,10,14,1,0,8.6,Low
sad,29,30,6,6,5.3,Medium
angry,45,37,5,7,3.9,High
angry,50,41,5,8,3.0,High
angry,39,34,5,6,3.2,High
angry,36,31,5,6,3.4,High
happy,15,11,2,3,8.4,Low
happy,12,9,3,3,8.3,Low
happy,8,13,1,3,9.1,Low
happy,14,12,0,1,8.1,Low
angry,37,37,8,6,3.9,High
happy,12,14,3,2,8.0,Low
neutral,19,24,2,4,7.4,Medium
neutral,25,21,3,3,6.1,Medium
neutral,22,21,3,3,7.1,Medium
sad,29,28,5,5,4.8,Medium
neutral,16,22,3,4,7.0,Medium
sad,32,35,5,4,4.5,Medium
sad,33,26,6,5,6.0,Medium
sad,31,32,6,6,5.9,Medium
happy,9,12,0,0,9.3,Low
neutral,22,25,3,3,7.0,Medium
angry,45,30,6,5,3.6,High
angry,35,38,8,8,4.1,High
happy,6,9,0,3,8.4,Low
sad,30,30,5,6,5.5,Medium
neutral,17,18,4,4,6.4,Medium
neutral,17,17,4,4,7.0,Medium
neutral,25,19,2,4,6.7,Medium
neutral,20,17,3,4,6.5,Medium
angry,38,37,5,5,3.7,High
angry,45,38,5,8,4.3,High
neutral,16,21,2,3,6.3,Medium
sad,27,31,4,6,4.5,Medium
sad,31,30,5,6,5.5,Medium
angry,37,43,5,8,3.6,High
sad,27,35,6,4,5.0,Medium
happy,14,7,1,0,7.8,Low
happy,15,9,3,2,7.5,Low
sad,28,32,5,4,5.3,Medium
sad,25,32,6,4,4.6,Medium
sad,31,32,4,6,5.7,Medium
happy,8,13,3,3,8.8,Low
happy,12,12,3,2,9.4,Low
neutral,20,20,4,2,6.2,Medium
angry,46,36,6,6,3.2,High
happy,5,8,0,2,7.6,Low
sad,34,25,5,4,6.0,Medium
angry,41,34,7,8,4.3,High
angry,37,39,7,7,3.4,High
angry,49,41,8,5,3.1,High
happy,5,9,1,2,8.0,Low
angry,48,33,8,5,3.7,High
happy,8,7,2,3,7.6,Low
happy,7,9,2,2,9.3,Low
angry,38,44,7,6,4.0,High
angry,40,45,7,7,3.3,High
sad,32,33,6,5,5.0,Medium
angry,39,43,7,5,4.4,High
neutral,22,15,4,2,7.0,Medium
neutral,17,16,4,4,7.0,Medium
neutral,16,23,3,3,6.8,Medium
sad,34,32,4,4,6.0,Medium
angry,42,32,7,5,3.1,High
happy,6,9,3,3,8.7,Low
angry,38,36,6,5,3.0,High
happy,5,7,3,0,8.4,Low
sad,33,34,5,6,5.3,Medium
sad,32,28,6,4,4.8,Medium
happy,7,5,1,2,7.5,Low
neutral,23,23,3,2,7.0,Medium
happy,7,8,2,3,9.4,Low
sad,27,30,6,5,5.5,Medium
happy,15,12,3,3,9.3,Low
sad,31,32,6,5,5.0,Medium
sad,29,29,6,4,5.8,Medium
sad,25,30,5,4,5.4,Medium
angry,49,39,6,6,4.4,High
angry,50,43,6,5,4.4,High
angry,50,36,6,7,4.3,High
neutral,16,21,3,4,6.0,Medium
sad,30,33,4,4,5.1,Medium
happy,8,11,2,1,8.7,Low
angry,36,33,8,8,4.3,High
happy,14,8,1,1,8.6,Low
happy,14,15,3,3,9.1,Low
sad,33,30,5,4,5.1,Medium
angry,41,30,5,8,4.0,High
happy,15,13,0,3,8.4,Low
sad,35,28,5,5,5.0,Medium
sad,28,26,5,4,4.8,Medium
happy,13,9,2,3,8.0,Low
happy,6,14,2,3,9.1,Low
neutral,24,15,2,3,6.4,Medium
angry,50,33,7,6,3.4,High
angry,37,37,5,6,3.4,High
neutral,23,20,2,2,7.2,Medium
happy,5,14,0,1,9.0,Low
sad,27,33,4,6,5.8,Medium
sad,35,31,6,6,5.1,Medium
happy,12,12,3,0,7.8,Low
sad,26,30,4,6,5.9,Medium
angry,42,30,7,8,3.0,High
happy,14,9,1,3,8.0,Low
happy,15,5,2,2,7.7,Low
sad,34,28,4,4,5.6,Medium
happy,6,7,2,0,8.5,Low
angry,44,31,5,5,3.1,High
sad,33,35,4,4,4.9,Medium
neutral,19,17,2,2,7.4,Medium
sad,26,28,4,6,5.7,Medium
sad,34,29,6,6,5.1,Medium
neutral,19,25,2,4,7.4,Medium
sad,32,28,5,5,6.0,Medium
happy,7,5,2,2,8.9,Low
sad,32,33,4,5,5.8,Medium
neutral,21,17,2,2,6.7,Medium
happy,5,12,0,1,9.3,Low
sad,33,34,5,6,5.9,Medium
sad,31,27,6,4,4.9,Medium
happy,9,6,0,1,8.9,Low
